timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1780129723084,388,Purchase Request,200,OK,Thread Group 1-10,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,359,0,0
1780129723044,443,Purchase Request,200,OK,Thread Group 1-11,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,415,0,0
1780129723046,441,Purchase Request,200,OK,Thread Group 1-32,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,413,0,0
1780129723063,424,Purchase Request,200,OK,Thread Group 1-4,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,395,0,0
1780129723165,329,Purchase Request,200,OK,Thread Group 1-40,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,303,0,0
1780129723144,350,Purchase Request,200,OK,Thread Group 1-35,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,315,0,0
1780129723110,384,Purchase Request,200,OK,Thread Group 1-28,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,354,0,0
1780129723126,368,Purchase Request,200,OK,Thread Group 1-1,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,334,0,0
1780129723161,338,Purchase Request,200,OK,Thread Group 1-36,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,326,0,0
1780129723096,404,Purchase Request,200,OK,Thread Group 1-39,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,391,0,0
1780129723117,382,Purchase Request,200,OK,Thread Group 1-38,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,355,0,0
1780129723122,380,Purchase Request,200,OK,Thread Group 1-34,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,378,0,0
1780129723072,452,Purchase Request,200,OK,Thread Group 1-6,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,443,0,0
1780129723154,370,Purchase Request,200,OK,Thread Group 1-30,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,348,0,0
1780129723072,463,Purchase Request,200,OK,Thread Group 1-31,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,430,0,0
1780129723144,391,Purchase Request,200,OK,Thread Group 1-26,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,358,0,0
1780129723184,360,Purchase Request,200,OK,Thread Group 1-12,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,335,0,0
1780129723144,413,Purchase Request,200,OK,Thread Group 1-19,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,364,0,0
1780129723154,403,Purchase Request,200,OK,Thread Group 1-29,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,370,0,0
1780129723147,410,Purchase Request,200,OK,Thread Group 1-21,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,398,0,0
1780129723160,398,Purchase Request,200,OK,Thread Group 1-18,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,397,0,0
1780129723147,411,Purchase Request,200,OK,Thread Group 1-13,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,410,0,0
1780129723110,448,Purchase Request,200,OK,Thread Group 1-8,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,447,0,0
1780129723126,436,Purchase Request,200,OK,Thread Group 1-24,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,435,0,0
1780129723117,450,Purchase Request,200,OK,Thread Group 1-16,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,444,0,0
1780129723148,424,Purchase Request,200,OK,Thread Group 1-2,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,419,0,0
1780129733309,320,Confirmation Request,200,OK,Thread Group 1-17,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,303,0,0
1780129733319,342,Confirmation Request,200,OK,Thread Group 1-9,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,324,0,0
1780129733360,301,Confirmation Request,200,OK,Thread Group 1-20,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,283,0,0
1780129733340,321,Confirmation Request,200,OK,Thread Group 1-3,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,308,0,0
1780129733371,296,Confirmation Request,200,OK,Thread Group 1-22,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,286,0,0
1780129733419,285,Confirmation Request,200,OK,Thread Group 1-15,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,279,0,0
1780129733431,279,Confirmation Request,200,OK,Thread Group 1-37,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,274,0,0
1780129733423,297,Confirmation Request,200,OK,Thread Group 1-33,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,288,0,0
1780129733446,285,Confirmation Request,200,OK,Thread Group 1-7,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,274,0,0
1780129733444,304,Confirmation Request,200,OK,Thread Group 1-27,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,288,0,0
1780129733495,273,Confirmation Request,200,OK,Thread Group 1-35,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,261,0,0
1780129733489,283,Confirmation Request,200,OK,Thread Group 1-4,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,273,0,0
1780129733474,304,Confirmation Request,200,OK,Thread Group 1-25,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,292,0,0
1780129733489,303,Confirmation Request,200,OK,Thread Group 1-32,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,283,0,0
1780129733490,309,Confirmation Request,200,OK,Thread Group 1-11,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,288,0,0
1780129733495,304,Confirmation Request,200,OK,Thread Group 1-28,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,283,0,0
1780129733502,303,Confirmation Request,200,OK,Thread Group 1-39,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,297,0,0
1780129733444,365,Confirmation Request,200,OK,Thread Group 1-14,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,356,0,0
1780129733502,308,Confirmation Request,200,OK,Thread Group 1-38,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,304,0,0
1780129733503,307,Confirmation Request,200,OK,Thread Group 1-34,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,307,0,0
1780129733536,276,Confirmation Request,200,OK,Thread Group 1-31,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,274,0,0
1780129733501,315,Confirmation Request,200,OK,Thread Group 1-36,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,312,0,0
1780129733495,321,Confirmation Request,200,OK,Thread Group 1-1,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,315,0,0
1780129733496,343,Confirmation Request,200,OK,Thread Group 1-40,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,323,0,0
1780129733474,394,Confirmation Request,200,OK,Thread Group 1-10,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,364,0,0
1780129733460,408,Confirmation Request,200,OK,Thread Group 1-5,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,379,0,0
1780129733444,425,Confirmation Request,200,OK,Thread Group 1-23,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,406,0,0
1780129733559,310,Confirmation Request,200,OK,Thread Group 1-8,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,291,0,0
1780129733527,342,Confirmation Request,200,OK,Thread Group 1-30,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,342,0,0
1780129733559,336,Confirmation Request,200,OK,Thread Group 1-13,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,310,0,0
1780129733559,336,Confirmation Request,200,OK,Thread Group 1-19,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,310,0,0
1780129733560,343,Confirmation Request,200,OK,Thread Group 1-18,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,314,0,0
1780129733536,367,Confirmation Request,200,OK,Thread Group 1-26,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,349,0,0
1780129733559,344,Confirmation Request,200,OK,Thread Group 1-21,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,326,0,0
1780129733527,378,Confirmation Request,200,OK,Thread Group 1-6,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,376,0,0
1780129733564,341,Confirmation Request,200,OK,Thread Group 1-24,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,332,0,0
1780129733546,372,Confirmation Request,200,OK,Thread Group 1-12,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,372,0,0
1780129733568,350,Confirmation Request,200,OK,Thread Group 1-16,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,342,0,0
1780129733573,350,Confirmation Request,200,OK,Thread Group 1-2,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,345,0,0
1780129733559,378,Confirmation Request,200,OK,Thread Group 1-29,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,359,0,0
1780129736637,473,Reserve Request,200,OK,Thread Group 1-17,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,461,0,179
1780129736664,489,Reserve Request,200,OK,Thread Group 1-3,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,476,0,177
1780129736673,519,Reserve Request,200,OK,Thread Group 1-9,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,496,0,215
1780129736672,532,Reserve Request,200,OK,Thread Group 1-20,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,524,0,212
1780129736673,531,Reserve Request,200,OK,Thread Group 1-22,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,519,0,216
1780129736707,514,Reserve Request,200,OK,Thread Group 1-15,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,508,0,209
1780129736712,529,Reserve Request,200,OK,Thread Group 1-37,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,518,0,239
1780129736734,519,Reserve Request,200,OK,Thread Group 1-7,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,502,0,217
1780129736737,516,Reserve Request,200,OK,Thread Group 1-33,text,true,,7393,231,40,40,https://blazedemo.com/reserve.php,512,0,214
1780129736750,503,Reserve Request,200,OK,Thread Group 1-27,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,492,0,201
1780129736782,493,Reserve Request,200,OK,Thread Group 1-25,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,487,0,213
1780129736783,497,Reserve Request,200,OK,Thread Group 1-35,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,486,0,212
1780129736775,505,Reserve Request,200,OK,Thread Group 1-4,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,496,0,197
1780129736806,495,Reserve Request,200,OK,Thread Group 1-28,text,true,,7393,231,40,40,https://blazedemo.com/reserve.php,487,0,226
1780129736818,517,Reserve Request,200,OK,Thread Group 1-36,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,504,0,249
1780129736796,539,Reserve Request,200,OK,Thread Group 1-32,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,526,0,211
1780129736847,495,Reserve Request,200,OK,Thread Group 1-40,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,493,0,232
1780129736806,547,Reserve Request,200,OK,Thread Group 1-11,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,540,0,219
1780129736815,569,Reserve Request,200,OK,Thread Group 1-14,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,548,0,262
1780129736831,553,Reserve Request,200,OK,Thread Group 1-1,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,533,0,251
1780129736815,569,Reserve Request,200,OK,Thread Group 1-39,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,548,0,263
1780129736872,529,Reserve Request,200,OK,Thread Group 1-5,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,512,0,229
1780129736815,586,Reserve Request,200,OK,Thread Group 1-34,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,572,0,265
1780129736873,528,Reserve Request,200,OK,Thread Group 1-8,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,516,0,242
1780129736898,507,Reserve Request,200,OK,Thread Group 1-19,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,504,0,222
1780129736917,498,Reserve Request,200,OK,Thread Group 1-18,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,490,0,217
1780129736911,507,Reserve Request,200,OK,Thread Group 1-24,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,504,0,204
1780129736815,603,Reserve Request,200,OK,Thread Group 1-31,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,600,0,260
1780129736873,550,Reserve Request,200,OK,Thread Group 1-30,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,546,0,221
1780129736915,509,Reserve Request,200,OK,Thread Group 1-26,text,true,,7393,231,40,40,https://blazedemo.com/reserve.php,504,0,257
1780129736920,507,Reserve Request,200,OK,Thread Group 1-13,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,501,0,255
1780129736872,578,Reserve Request,200,OK,Thread Group 1-10,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,569,0,224
1780129736931,536,Reserve Request,200,OK,Thread Group 1-12,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,507,0,254
1780129736815,672,Reserve Request,200,OK,Thread Group 1-38,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,652,0,258
1780129736925,562,Reserve Request,200,OK,Thread Group 1-16,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,542,0,243
1780129736871,631,Reserve Request,200,OK,Thread Group 1-23,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,631,0,286
1780129736908,602,Reserve Request,200,OK,Thread Group 1-6,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,594,0,280
1780129736940,570,Reserve Request,200,OK,Thread Group 1-29,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,562,0,279
1780129736916,606,Reserve Request,200,OK,Thread Group 1-21,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,594,0,284
1780129736926,1500,Reserve Request,200,OK,Thread Group 1-2,text,true,,7389,231,40,40,https://blazedemo.com/reserve.php,1486,0,271
1780129739113,295,Purchase Request,200,OK,Thread Group 1-17,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,281,0,0
1780129739159,276,Purchase Request,200,OK,Thread Group 1-3,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,270,0,0
1780129739223,287,Purchase Request,200,OK,Thread Group 1-15,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,275,0,0
1780129739269,281,Purchase Request,200,OK,Thread Group 1-27,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,274,0,0
1780129739207,357,Purchase Request,200,OK,Thread Group 1-20,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,344,0,0
1780129739254,339,Purchase Request,200,OK,Thread Group 1-7,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,318,0,0
1780129739284,309,Purchase Request,200,OK,Thread Group 1-35,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,295,0,0
1780129739207,394,Purchase Request,200,OK,Thread Group 1-9,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,372,0,0
1780129739207,398,Purchase Request,200,OK,Thread Group 1-22,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,395,0,0
1780129739269,368,Purchase Request,200,OK,Thread Group 1-33,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,360,0,0
1780129739254,383,Purchase Request,200,OK,Thread Group 1-37,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,355,0,0
1780129739284,362,Purchase Request,200,OK,Thread Group 1-4,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,353,0,0
1780129739316,333,Purchase Request,200,OK,Thread Group 1-28,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,330,0,0
1780129739347,321,Purchase Request,200,OK,Thread Group 1-40,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,299,0,0
1780129739363,312,Purchase Request,200,OK,Thread Group 1-11,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,305,0,0
1780129739347,328,Purchase Request,200,OK,Thread Group 1-32,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,321,0,0
1780129739284,391,Purchase Request,200,OK,Thread Group 1-25,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,384,0,0
1780129739395,335,Purchase Request,200,OK,Thread Group 1-39,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,298,0,0
1780129739425,316,Purchase Request,200,OK,Thread Group 1-30,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,305,0,0
1780129739395,347,Purchase Request,200,OK,Thread Group 1-1,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,335,0,0
1780129739410,338,Purchase Request,200,OK,Thread Group 1-5,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,323,0,0
1780129739347,414,Purchase Request,200,OK,Thread Group 1-36,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,401,0,0
1780129739425,337,Purchase Request,200,OK,Thread Group 1-31,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,323,0,0
1780129739410,352,Purchase Request,200,OK,Thread Group 1-34,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,339,0,0
1780129739410,361,Purchase Request,200,OK,Thread Group 1-19,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,351,0,0
1780129739395,379,Purchase Request,200,OK,Thread Group 1-14,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,359,0,0
1780129739425,356,Purchase Request,200,OK,Thread Group 1-24,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,346,0,0
1780129739410,372,Purchase Request,200,OK,Thread Group 1-8,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,365,0,0
1780129739425,357,Purchase Request,200,OK,Thread Group 1-18,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,350,0,0
1780129739441,348,Purchase Request,200,OK,Thread Group 1-26,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,345,0,0
1780129739472,321,Purchase Request,200,OK,Thread Group 1-12,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,314,0,0
1780129739441,374,Purchase Request,200,OK,Thread Group 1-13,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,352,0,0
1780129739488,339,Purchase Request,200,OK,Thread Group 1-38,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,327,0,0
1780129739456,371,Purchase Request,200,OK,Thread Group 1-10,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,359,0,0
1780129739488,343,Purchase Request,200,OK,Thread Group 1-16,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,339,0,0
1780129739535,305,Purchase Request,200,OK,Thread Group 1-21,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,292,0,0
1780129739519,321,Purchase Request,200,OK,Thread Group 1-29,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,312,0,0
1780129739519,327,Purchase Request,200,OK,Thread Group 1-6,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,312,0,0
1780129739504,353,Purchase Request,200,OK,Thread Group 1-23,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,337,0,0
1780129740442,296,Purchase Request,200,OK,Thread Group 1-2,text,true,,6715,281,40,40,https://blazedemo.com/purchase.php,288,0,0
1780129749417,320,Confirmation Request,200,OK,Thread Group 1-17,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,315,0,0
1780129749448,298,Confirmation Request,200,OK,Thread Group 1-3,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,288,0,0
1780129749526,312,Confirmation Request,200,OK,Thread Group 1-15,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,302,0,0
1780129749556,296,Confirmation Request,200,OK,Thread Group 1-27,text,true,,5780,362,40,40,https://blazedemo.com/confirmation.php,283,0,0
1780129749572,314,Confirmation Request,200,OK,Thread Group 1-20,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,309,0,0
1780129749603,305,Confirmation Request,200,OK,Thread Group 1-9,text,true,,5784,362,40,40,https://blazedemo.com/confirmation.php,291,0,0
